dataset,method,grid_runtime_s,n_points,status,mae,rmse,max_err,config
sinusoidal__missing_noisy,pnd_savgol,0.008161199977621436,156,ok,0.07820404472086184,0.108879127726709,0.6300457759861353,1
sinusoidal__missing_noisy,pnd_butter,0.0017510000616312027,156,ok,0.051267714022489384,0.09321307370800444,0.622144648474662,1
sinusoidal__missing_noisy,pnd_spectral,0.0009709000587463379,156,ok,0.14277664310719668,0.2971330513857589,2.2711541098505634,2
sinusoidal__missing_noisy,pnd_median,0.0006210999563336372,156,ok,0.29184656784950674,0.3682799622472792,1.2182639714043835,0
sinusoidal__missing_noisy,pnd_tvr,0.05098329996690154,156,ok,0.17522736189093033,0.21941668709408668,0.6268943437211423,1
exponential__clean_uniform,drv_savgol,0.1544042999157682,200,ok,1.4666415996381077e-06,7.295237711733476e-06,5.787444621319082e-05,1
exponential__clean_uniform,drv_spline,0.005930199986323714,200,ok,0.01502985167447918,0.02264886985234119,0.1156545603603103,0
exponential__clean_uniform,drv_kalman,0.07874789997003973,200,ok,0.010329158767745381,0.05887416427225558,0.5918754985683883,0
exponential__clean_uniform,pnd_savgol,0.00903620000462979,200,ok,0.0016658594027001187,0.009155041556092708,0.1226195080805148,0
exponential__clean_uniform,pnd_butter,0.0015457000117748976,200,ok,0.0005269439172865764,0.0038335548253967773,0.05093778082334666,3
exponential__clean_uniform,pnd_spectral,0.0007869999390095472,200,ok,0.3348182837570766,1.0493875858338058,7.945085042936455,1
exponential__clean_uniform,pnd_median,0.0006739000091329217,200,ok,0.11461629207951261,0.9730519954883574,9.27232654843381,0
exponential__clean_uniform,pnd_tvr,0.11790920002385974,200,ok,0.0036583660652127936,0.02742137681442198,0.3365900491591578,0
exponential__uneven_clean,drv_savgol,0.15553880005609244,200,ok,7.699759727713418e-06,1.3154276728504101e-05,6.200621101726256e-05,1
exponential__uneven_clean,drv_spline,0.006197099923156202,200,ok,0.01499159095629643,0.022710834587523748,0.11827847307378825,0
exponential__uneven_clean,drv_kalman,0.07412590004969388,200,ok,0.010033048201494048,0.058058350402559265,0.5772270457723021,0
exponential__uneven_clean,pnd_savgol,0.009228000068105757,200,ok,0.0021389166956866977,0.01081415636112326,0.13237539740192794,0
exponential__uneven_clean,pnd_butter,0.0016667000018060207,200,ok,0.0012733736873757782,0.00431507607740597,0.03591332561076932,2
exponential__uneven_clean,pnd_spectral,0.0008472999325022101,200,ok,0.3310367986935248,1.3110756298437414,12.508650767860942,2
exponential__uneven_clean,pnd_median,0.0007001999765634537,200,ok,0.11518451730806577,0.9663569245264727,9.27232654843381,0
exponential__uneven_clean,pnd_tvr,0.11949690000619739,200,ok,0.006241564412364064,0.030240816853484367,0.34384011304646656,0
exponential__uneven_gaussian,drv_savgol,0.15467109996825457,200,ok,0.020575638364404715,0.0321377832312833,0.19591918565183875,7
exponential__uneven_gaussian,drv_spline,0.00960649992339313,200,ok,0.012071480936621333,0.019020940270367468,0.11212756245798694,2
exponential__uneven_gaussian,drv_kalman,0.0785648999735713,200,ok,0.044092400260307814,0.09466223423035276,0.7974948594136713,1
exponential__uneven_gaussian,pnd_savgol,0.00855759996920824,200,ok,0.034821941361360347,0.08222257521292707,0.6997075167803484,3
exponential__uneven_gaussian,pnd_butter,0.0015882999869063497,200,ok,0.0695616923683505,0.1320906230213804,0.9243421648418497,1
exponential__uneven_gaussian,pnd_spectral,0.0007884000660851598,200,ok,0.3400304049965628,0.9204992418573776,5.754078662069185,0
exponential__uneven_gaussian,pnd_median,0.0006764999125152826,200,ok,0.43587400062758114,1.0466311407325577,9.272326548433917,0
exponential__uneven_gaussian,pnd_tvr,0.0942161000566557,200,ok,0.09760661252436123,0.14347451516211018,0.6606826989310921,1
exponential__uneven_uniformnoise,drv_savgol,0.15233019995503128,200,ok,0.008195976294755875,0.010600025122175736,0.026775290800462703,7
exponential__uneven_uniformnoise,drv_spline,0.007941499934531748,200,ok,0.05673380491925353,0.11267217343695883,0.605087766520997,2
exponential__uneven_uniformnoise,drv_kalman,0.0741771999746561,200,ok,0.033202193428083664,0.10546672288869068,0.8935126969512446,1
exponential__uneven_uniformnoise,pnd_savgol,0.008351500029675663,200,ok,0.02591999404262273,0.060538252032282434,0.5491003718817371,2
exponential__uneven_uniformnoise,pnd_butter,0.0017093999776989222,200,ok,0.05120886766802313,0.11296352109690366,0.9475347721623599,1
exponential__uneven_uniformnoise,pnd_spectral,0.0008012000471353531,200,ok,0.34129942977555644,1.057415831260474,7.980192225355793,1
exponential__uneven_uniformnoise,pnd_median,0.0006780000403523445,200,ok,0.31578127082421387,0.9948725386623626,9.272326548433881,0
exponential__uneven_uniformnoise,pnd_tvr,0.11643779999576509,200,ok,0.07840670988864465,0.11398402813737567,0.6689020084292157,1
exponential__uneven_outliers,drv_savgol,0.16506620007567108,200,ok,0.917232015919013,1.875074408539887,11.235619475243865,6
exponential__uneven_outliers,drv_spline,0.01389299996662885,200,ok,67.81277420603028,256.60629809539154,1981.5980733172862,5
exponential__uneven_outliers,drv_kalman,0.08228919992689043,200,ok,1.0373314767297381,1.3297009606490562,3.9151471393586643,3
exponential__uneven_outliers,pnd_savgol,0.009216399979777634,200,ok,1.0479683872308403,1.5610094408480468,5.048014616773427,4
exponential__uneven_outliers,pnd_butter,0.0014657999854534864,200,ok,1.6180689260465995,2.4523592363563664,13.144883251779369,0
exponential__uneven_outliers,pnd_spectral,0.0007447999669238925,200,ok,1.9588045544289816,2.414194339921199,5.877395407273575,0
exponential__uneven_outliers,pnd_median,0.0006570999976247549,200,ok,2.376464956297381,14.121483488107309,169.5027954896487,3
exponential__uneven_outliers,pnd_tvr,0.21980940003413707,200,ok,12.67392653029137,33.08598441336758,166.73185553374438,2
exponential__missing_noisy,drv_savgol,0.12352569994982332,156,ok,0.022162653583284425,0.033103816930004276,0.16428557230293706,7
exponential__missing_noisy,drv_spline,0.0073769999435171485,156,ok,0.039681383224776476,0.07614289203501853,0.42196910325657555,2
exponential__missing_noisy,drv_kalman,0.05677110003307462,156,ok,0.04930937379975523,0.10952267864484104,0.9253755459913187,1
exponential__missing_noisy,pnd_savgol,0.008400299935601652,156,ok,0.02985706464964464,0.05057987168588517,0.4349320859005683,2
exponential__missing_noisy,pnd_butter,0.0015263999812304974,156,ok,0.055475401686070513,0.11573101522163047,0.9305150959227184,1
exponential__missing_noisy,pnd_spectral,0.0009199000196531415,156,ok,0.38619988158088475,0.9904914662425494,5.768601523848462,0
exponential__missing_noisy,pnd_median,0.000624899985268712,156,ok,0.397393600886386,0.9709328621040654,9.272326548433817,0
exponential__missing_noisy,pnd_tvr,0.06507779995445162,156,ok,0.09134569933956185,0.12470355294172526,0.6037413219798182,1
projectile__clean_uniform,drv_savgol,0.15427349996753037,200,ok,2.6022239918432887e-14,4.9597135874082896e-14,3.410605131648481e-13,7
projectile__clean_uniform,drv_spline,0.005930099985562265,200,ok,6.701583732393601e-14,8.531598136267108e-14,2.4513724383723456e-13,0
projectile__clean_uniform,drv_kalman,0.07780440000351518,200,ok,0.06323320412286292,0.2623507654524278,1.8502255587594307,0
projectile__clean_uniform,pnd_savgol,0.005237599951215088,200,ok,0.0052945370307752515,0.039655988516882235,0.37624037107923414,0
projectile__clean_uniform,pnd_butter,0.0017054000636562705,200,ok,0.0022371550092381014,0.015012721577702809,0.16966722043359717,3
projectile__clean_uniform,pnd_spectral,0.0010384999914094806,200,ok,3.523260312647541,8.937904657073801,53.664788037225506,0
projectile__clean_uniform,pnd_median,0.0007948999991640449,200,ok,1.1108692784944811,9.398194085500652,88.90746668257171,0
projectile__clean_uniform,pnd_tvr,0.054874800029210746,200,ok,0.05661799327739954,0.26453228214589736,1.888239262529499,0
projectile__uneven_clean,drv_savgol,0.15951140003744513,200,ok,2.3645382526971126e-14,5.62390580164133e-14,6.536993168992922e-13,7
projectile__uneven_clean,drv_spline,0.005895699956454337,200,ok,1.0397127603312129e-13,1.3607633820297038e-13,3.836930773104541e-13,0
projectile__uneven_clean,drv_kalman,0.07339629996567965,200,ok,0.06175042155562477,0.2590419021852008,1.8306844035963268,0
projectile__uneven_clean,pnd_savgol,0.009529400034807622,200,ok,0.013778862382292595,0.04704614189867787,0.4071697582483029,0
projectile__uneven_clean,pnd_butter,0.0016494999872520566,200,ok,0.01719060736270575,0.029070388730602637,0.25010971467492027,3
projectile__uneven_clean,pnd_spectral,0.0007830000249668956,200,ok,3.538143431468951,8.957793738350986,53.66799728930359,0
projectile__uneven_clean,pnd_median,0.0006252999883145094,200,ok,1.1145192283772463,9.314419610640073,88.90746668257171,0
projectile__uneven_clean,pnd_tvr,0.05425359995570034,200,ok,0.07736895569430038,0.2665197986551246,1.8883076518329789,0
projectile__uneven_gaussian,drv_savgol,0.15754599997308105,200,ok,0.009517993811584064,0.016594445764342214,0.09342978555385173,6
projectile__uneven_gaussian,drv_spline,0.009560700040310621,200,ok,0.001485969954311453,0.001800689158178957,0.00485444150720582,3
projectile__uneven_gaussian,drv_kalman,0.07899079995695502,200,ok,0.10132982746842298,0.2790337999866632,1.9338186898165244,0
projectile__uneven_gaussian,pnd_savgol,0.008555899956263602,200,ok,0.07671597535496452,0.15842017582954104,1.4404750776598236,1
projectile__uneven_gaussian,pnd_butter,0.0014733000425621867,200,ok,0.1353445739302667,0.23066295715601406,1.6083333627199465,2
projectile__uneven_gaussian,pnd_spectral,0.0007224000291898847,200,ok,3.549974101632557,8.966162610365497,53.696297787805364,0
projectile__uneven_gaussian,pnd_median,0.0006222999654710293,200,ok,1.4927182041740996,9.334580102413238,88.90746668257341,0
projectile__uneven_gaussian,pnd_tvr,0.05408729996997863,200,ok,0.3189814805237084,0.426836550740477,1.9240164352918763,0
projectile__uneven_uniformnoise,drv_savgol,0.15496230009011924,200,ok,0.005791624286938122,0.010117687273599215,0.03336032790072352,6
projectile__uneven_uniformnoise,drv_spline,0.007549300091341138,200,ok,0.0037403960334052274,0.004852790559224657,0.013458977254984461,2
projectile__uneven_uniformnoise,drv_kalman,0.0728459000820294,200,ok,0.08486276682195257,0.25950116272202994,1.8479813034116948,0
projectile__uneven_uniformnoise,pnd_savgol,0.008473500027321279,200,ok,0.05315374435661569,0.10904204568011358,0.8419534506689086,1
projectile__uneven_uniformnoise,pnd_butter,0.0015567999798804522,200,ok,0.08824665482532597,0.1826094275528213,1.6482544081378734,2
projectile__uneven_uniformnoise,pnd_spectral,0.0007860000478103757,200,ok,3.541863464726897,8.96000399175535,53.67214328620151,0
projectile__uneven_uniformnoise,pnd_median,0.0006887000054121017,200,ok,1.3204136788116252,9.323140277281162,88.90746668257285,0
projectile__uneven_uniformnoise,pnd_tvr,0.060075300047174096,200,ok,0.2241352227692461,0.33749731167696995,1.9111625963253385,0
projectile__uneven_outliers,drv_savgol,0.15952320001088083,200,ok,15.679047545715997,32.76953646121147,198.52306758504542,6
projectile__uneven_outliers,drv_spline,0.016833500005304813,200,ok,1315.8609142292223,5410.57003845722,45882.855455326426,4
projectile__uneven_outliers,drv_kalman,0.08425439998973161,200,ok,17.233480036099767,21.148192235172164,45.40908289840467,3
projectile__uneven_outliers,pnd_savgol,0.010041199973784387,200,ok,17.911885531636504,26.73260318928511,94.20273735464511,4
projectile__uneven_outliers,pnd_butter,0.001618299982510507,200,ok,29.097215378098753,43.399221333565485,229.8949394281673,0
projectile__uneven_outliers,pnd_spectral,0.0008058999665081501,200,ok,30.27754391847108,38.65111838805375,89.72176715112607,0
projectile__uneven_outliers,pnd_median,0.0007102999370545149,200,ok,5.030483596716562,16.613766042403565,88.90746668257285,1
projectile__uneven_outliers,pnd_tvr,0.1922517999773845,200,ok,204.761893149484,510.9681697982282,2625.529829995133,2
projectile__missing_noisy,drv_savgol,0.12283860007300973,156,ok,0.009261207698660057,0.015329004510022691,0.07240959708387606,6
projectile__missing_noisy,drv_spline,0.006611899938434362,156,ok,0.0012734728807842033,0.00150019884190328,0.003907339785968134,2
projectile__missing_noisy,drv_kalman,0.061468099942430854,156,ok,0.11296036984656344,0.30442958241426615,2.1325501268101306,0
projectile__missing_noisy,pnd_savgol,0.008646200061775744,156,ok,0.07804039157294043,0.18271653938571017,1.4000294880434163,1
projectile__missing_noisy,pnd_butter,0.0014550999039784074,156,ok,0.11388600598142098,0.19869386536993444,1.3838066619371618,2
projectile__missing_noisy,pnd_spectral,0.0009618999902158976,156,ok,3.8273505209079177,13.215082446736053,124.92970520217463,2
projectile__missing_noisy,pnd_median,0.0006351000629365444,156,ok,1.3863081635732337,8.68825015429519,88.90746668257184,0
projectile__missing_noisy,pnd_tvr,0.04835520009510219,156,ok,0.3203019460293015,0.4367721726113098,2.2126899932875244,0
circular__clean_uniform,drv_savgol,0.15587020001839846,200,ok,7.774125054836927e-05,0.0001554861738070747,0.0009309411455766169,1
circular__clean_uniform,drv_spline,0.006507299956865609,200,ok,0.02605914886183986,0.035284821120780845,0.1573954548226896,0
circular__clean_uniform,drv_kalman,0.08031559991650283,200,ok,0.02660729316286024,0.10333558200584707,0.8169374495235726,0
circular__clean_uniform,pnd_savgol,0.008792100008577108,200,ok,0.010995918318066865,0.01855508944182594,0.16344349818330028,0
circular__clean_uniform,pnd_butter,0.0015718999784439802,200,ok,0.0024881617182760606,0.007781214126038684,0.07574744517416311,3
circular__clean_uniform,pnd_spectral,0.0007479999912902713,200,ok,0.15661808011898248,0.24324968435850436,0.9015310506133651,0
circular__clean_uniform,pnd_median,0.0007062000222504139,200,ok,0.03255779305078212,0.21818441735893465,2.1112289407255487,0
circular__clean_uniform,pnd_tvr,0.05153599998448044,200,ok,0.010742492730941092,0.03952646020197637,0.3676841770755282,0
circular__uneven_clean,drv_savgol,0.1583847999572754,200,ok,0.00026532827137724306,0.0003497282134713043,0.0010227388876755672,1
circular__uneven_clean,drv_spline,0.0066775999730452895,200,ok,0.025887017476823808,0.03566940274104914,0.17706409103542692,0
circular__uneven_clean,drv_kalman,0.07543660001829267,200,ok,0.025992462906500032,0.1022242600096447,0.8083796635794834,0
circular__uneven_clean,pnd_savgol,0.008894500089809299,200,ok,0.0136223286438136,0.02203808405877149,0.1772381906987843,0
circular__uneven_clean,pnd_butter,0.0016153999604284763,200,ok,0.007249905956376208,0.012986285450834596,0.1110357415988366,3
circular__uneven_clean,pnd_spectral,0.0008145999163389206,200,ok,0.15636493157389914,0.24352122310451096,0.8999886609279291,0
circular__uneven_clean,pnd_median,0.000694400048814714,200,ok,0.03638188708641275,0.21246197265942637,2.0550543131915386,0
circular__uneven_clean,pnd_tvr,0.05103650002274662,200,ok,0.01645764097015935,0.04455970544010221,0.3909318977461635,0
circular__uneven_gaussian,drv_savgol,0.15890879998914897,200,ok,0.041083103720728854,0.054356800289670805,0.32696413887229564,5
circular__uneven_gaussian,drv_spline,0.010488700005225837,200,ok,0.06063288290108668,0.07738641139797309,0.33561884236919864,2
circular__uneven_gaussian,drv_kalman,0.08208820002619177,200,ok,0.06789718226081551,0.129023624311901,0.9115139498585938,0
circular__uneven_gaussian,pnd_savgol,0.009244899963960052,200,ok,0.08161095822404965,0.12655950427908644,0.991483639518625,1
circular__uneven_gaussian,pnd_butter,0.001589599996805191,200,ok,0.06359729288675763,0.11689419627950122,0.9511592025927771,1
circular__uneven_gaussian,pnd_spectral,0.0008728000102564692,200,ok,0.1491332378910166,0.23486270617510904,0.8707309938591821,0
circular__uneven_gaussian,pnd_median,0.0006975999567657709,200,ok,0.3813218265958372,0.5154108402719848,2.05505431319154,0
circular__uneven_gaussian,pnd_tvr,0.054273399990051985,200,ok,0.1656134331425318,0.21491716714417095,0.8994725002734227,1
circular__uneven_uniformnoise,drv_savgol,0.1596829000627622,200,ok,0.018477751515032982,0.023443836858819317,0.06749142103784367,5
circular__uneven_uniformnoise,drv_spline,0.009541499894112349,200,ok,0.0996216061164938,0.1327605315076416,0.5305449804470754,2
circular__uneven_uniformnoise,drv_kalman,0.07379330007825047,200,ok,0.04897786734942082,0.10687962270754982,0.8256765635337902,0
circular__uneven_uniformnoise,pnd_savgol,0.008824200020171702,200,ok,0.05069503429548411,0.0694746221859329,0.39296201252772206,1
circular__uneven_uniformnoise,pnd_butter,0.0016391000244766474,200,ok,0.04222965590340248,0.0850519960474296,0.7225438061798205,1
circular__uneven_uniformnoise,pnd_spectral,0.0007269999478012323,200,ok,0.15466137941902938,0.24292520496748363,0.8941541750440403,0
circular__uneven_uniformnoise,pnd_median,0.0006789999315515161,200,ok,0.2391004591807243,0.33460864457390727,2.0550543131915373,0
circular__uneven_uniformnoise,pnd_tvr,0.05357690004166216,200,ok,0.11837879143657214,0.15673327407542192,0.6448384333801453,1
circular__uneven_outliers,drv_savgol,0.15707459999248385,200,ok,0.4798636832441046,0.6180433355911948,1.803605007882752,7
circular__uneven_outliers,drv_spline,0.010312999947927892,200,ok,12.513248753818823,39.34357256266841,278.7154828720895,5
circular__uneven_outliers,drv_kalman,0.07458520005457103,200,ok,0.5195889699415686,0.736924981660465,3.1824233910627946,3
circular__uneven_outliers,pnd_savgol,0.008979900041595101,200,ok,0.472959979383353,0.5651316960745156,1.1528189779474136,3
circular__uneven_outliers,pnd_butter,0.0017189999343827367,200,ok,0.4753713210238575,0.6596307246704282,3.098866097744958,0
circular__uneven_outliers,pnd_spectral,0.0008844999829307199,200,ok,0.5762461630089407,0.689127386204836,1.505946771933484,0
circular__uneven_outliers,pnd_median,0.0007446000818163157,200,ok,0.7805143401765261,2.4319681050588646,26.74783474001713,2
circular__uneven_outliers,pnd_tvr,0.09415120002813637,200,ok,3.1484300735926047,7.285559332593511,37.224962014405534,2
circular__missing_noisy,drv_savgol,0.12481810001190752,156,ok,0.04475774101649582,0.07437361524601724,0.7070113031353195,5
circular__missing_noisy,drv_spline,0.0076024000300094485,156,ok,0.08373635262211258,0.10097577103794446,0.28133951408784785,2
circular__missing_noisy,drv_kalman,0.05060830002184957,156,ok,0.07195934817758992,0.13718009813061016,0.9719708006587517,0
circular__missing_noisy,pnd_savgol,0.009358800016343594,156,ok,0.0872731249118804,0.12455699015208535,0.8228361157371946,1
circular__missing_noisy,pnd_butter,0.0016620999667793512,156,ok,0.06466870118785642,0.1269395648078041,0.9873203855302298,1
circular__missing_noisy,pnd_spectral,0.00109779997728765,156,ok,0.17515615729553588,0.2583685209222577,0.8747360465125023,0
circular__missing_noisy,pnd_median,0.0006941000465303659,156,ok,0.3273330194821592,0.4312269672283062,1.931662504801562,0
circular__missing_noisy,pnd_tvr,0.05061879998538643,156,ok,0.17417415735792516,0.22917573966526023,0.9467669383401842,1
chaotic__clean_uniform,drv_savgol,0.1594030000269413,200,ok,4.612357594009491,7.693019876222752,45.233514201413925,1
chaotic__clean_uniform,drv_spline,0.011902700061909854,200,ok,0.21455909992967634,0.35203702342626736,2.793092455597872,0
chaotic__clean_uniform,drv_kalman,0.073365299962461,200,ok,18.986390830309784,24.102911632498053,87.27066120016289,0
chaotic__clean_uniform,pnd_savgol,0.008378200000151992,200,ok,7.425043397749673,11.270745633424335,57.565252380240274,0
chaotic__clean_uniform,pnd_butter,0.0014758999459445477,200,ok,2.5625117904204817,4.593029839661442,28.504300567026164,3
chaotic__clean_uniform,pnd_spectral,0.0007286999607458711,200,ok,1.7712306254129098,2.8420545191179296,15.038602218024145,3
chaotic__clean_uniform,pnd_median,0.0006364000728353858,200,ok,4.912144963666076,9.363079396882156,54.83658409950236,0
chaotic__clean_uniform,pnd_tvr,0.05651120003312826,200,ok,1.3641365413771536,2.3132496988157656,13.632250086569954,0
chaotic__uneven_clean,drv_savgol,0.1509985999437049,200,ok,4.806722965384066,7.854575789054996,40.93628652638162,1
chaotic__uneven_clean,drv_spline,0.010886500007472932,200,ok,0.4984097630042349,1.2822441533264295,13.80352798943165,0
chaotic__uneven_clean,drv_kalman,0.08099960000254214,200,ok,18.7867415719019,24.23932774468326,88.19093431887913,0
chaotic__uneven_clean,pnd_savgol,0.008944600005634129,200,ok,8.348461791551703,12.537517621965454,58.570479562288014,0
chaotic__uneven_clean,pnd_butter,0.0016468000831082463,200,ok,3.906350519290661,6.60258876742377,37.63958113367988,3
chaotic__uneven_clean,pnd_spectral,0.0008276000153273344,200,ok,2.335402260365058,4.149716048338781,28.484052317218755,3
chaotic__uneven_clean,pnd_median,0.0007347000064328313,200,ok,5.800596301027628,9.435845470263555,59.38370004079178,0
chaotic__uneven_clean,pnd_tvr,0.06274159997701645,200,ok,3.1492786651566655,5.226226988915355,27.928691487710864,0
chaotic__uneven_gaussian,drv_savgol,0.15882119990419596,200,ok,4.844281108285668,7.911130922822545,41.27794061283802,1
chaotic__uneven_gaussian,drv_spline,0.012115600053220987,200,ok,1.0797309022984027,1.5747669275550469,12.60262559809119,2
chaotic__uneven_gaussian,drv_kalman,0.0729091000976041,200,ok,18.782686120947073,24.240929375206,88.17042159476935,0
chaotic__uneven_gaussian,pnd_savgol,0.008370800060220063,200,ok,8.36325911918517,12.575396767474414,58.75742971360137,0
chaotic__uneven_gaussian,pnd_butter,0.001638100016862154,200,ok,3.9620607584791774,6.679672760131833,38.07300598780852,3
chaotic__uneven_gaussian,pnd_spectral,0.0008634000550955534,200,ok,2.402311731421242,4.2605353534711625,28.968597636421805,3
chaotic__uneven_gaussian,pnd_median,0.0006785999285057187,200,ok,5.812108794828719,9.510244917831054,59.775286381713684,0
chaotic__uneven_gaussian,pnd_tvr,0.06307050003670156,200,ok,3.2533185151415456,5.331275259314874,28.30814343207912,0
chaotic__uneven_uniformnoise,drv_savgol,0.15764360001776367,200,ok,4.8118221170646684,7.86924702859403,41.22556754044362,1
chaotic__uneven_uniformnoise,drv_spline,0.011859199963510036,200,ok,0.7161611875237227,1.2663800986953373,12.776198690731128,1
chaotic__uneven_uniformnoise,drv_kalman,0.07180149992927909,200,ok,18.785590746822542,24.240711839262005,88.26185120009092,0
chaotic__uneven_uniformnoise,pnd_savgol,0.00836380000691861,200,ok,8.351362572704174,12.542115116900437,58.705152150726704,0
chaotic__uneven_uniformnoise,pnd_butter,0.0015236999606713653,200,ok,3.937139058913234,6.614873594389455,37.46579147132975,3
chaotic__uneven_uniformnoise,pnd_spectral,0.0008274000138044357,200,ok,2.3473883237766158,4.157185057737444,28.198118452167776,3
chaotic__uneven_uniformnoise,pnd_median,0.0006747000152245164,200,ok,5.828227624395504,9.442214953308625,59.343335448056465,0
chaotic__uneven_uniformnoise,pnd_tvr,0.059687000000849366,200,ok,3.2136440463577283,5.241373554861687,27.724061464055637,0
chaotic__uneven_outliers,drv_savgol,0.1555859000654891,200,ok,12.787550593033462,20.44878660876282,89.79820834857682,1
chaotic__uneven_outliers,drv_spline,0.013696999987587333,200,ok,52.447339817275505,211.4523368420434,1786.4184710349045,2
chaotic__uneven_outliers,drv_kalman,0.07874410005751997,200,ok,19.415001878360325,24.695848788260296,88.05585487998988,0
chaotic__uneven_outliers,pnd_savgol,0.00823759997729212,200,ok,12.514737530750171,18.313611563202763,75.08161538559773,0
chaotic__uneven_outliers,pnd_butter,0.0016435999423265457,200,ok,11.452054024480049,21.814287723950372,92.77957563338774,3
chaotic__uneven_outliers,pnd_spectral,0.0007965000113472342,200,ok,14.300392946277206,18.868523276472597,66.80501751815795,2
chaotic__uneven_outliers,pnd_median,0.0008929999312385917,200,ok,7.5650953300447865,12.031857499879019,59.38370004079178,0
chaotic__uneven_outliers,pnd_tvr,0.061245999997481704,200,ok,13.542780584006856,33.876377305034026,153.07990693714848,0
chaotic__missing_noisy,drv_savgol,0.12392449995968491,156,ok,5.173943626026498,8.446498861552403,39.2175007670227,1
chaotic__missing_noisy,drv_spline,0.010397700010798872,156,ok,1.7153930368801968,3.5750904399701477,21.161492245275383,1
chaotic__missing_noisy,drv_kalman,0.05393139994703233,156,ok,19.75665289969918,25.71018802940381,91.12697475488774,0
chaotic__missing_noisy,pnd_savgol,0.007986600045114756,156,ok,12.037914793234174,17.483911342030876,75.6913733479985,0
chaotic__missing_noisy,pnd_butter,0.001561500015668571,156,ok,6.74791339319111,11.14616245823463,57.24727954900223,3
chaotic__missing_noisy,pnd_spectral,0.001103700022213161,156,ok,4.685649626728587,8.150522624387023,50.67391606700508,3
chaotic__missing_noisy,pnd_median,0.0007751999655738473,156,ok,9.662582493145141,13.990553611222456,64.50382791854125,0
chaotic__missing_noisy,pnd_tvr,0.05022619990631938,156,ok,5.2000286507147555,8.9840165332305,54.9853839962241,0
sinusoidal__real_world_like,drv_savgol,0.10114820010494441,130,ok,0.10044273485432473,0.12579600047517286,0.390831406762397,5
